









Frequency of observations in the selected location(s).:
Number of taxa: 	344

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Acorn Woodpecker (<em class="sci">Melanerpes formicivorus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0088496	0.0	0.0123457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051546	0.0	0.0	0.0	0.007874	0.0	0.0	0.0	0.0054945	0.0	0.0053476	0.0	0.0	0.0	0.0047393	0.0	0.0	0.0	0.0015	
Downy Woodpecker (<em class="sci">Dryobates pubescens</em>)	0.0634921	0.0896552	0.0724638	0.0970464	0.09375	0.0472973	0.0740741	0.0505051	0.0615385	0.0803571	0.023622	0.0769231	0.0522388	0.0422535	0.0401338	0.0536398	0.0353982	0.0517241	0.0617284	0.0689655	0.0425532	0.1145038	0.0338983	0.0973451	0.1096774	0.0617284	0.04947	0.0383387	0.0213904	0.0773196	0.047619	0.0358306	0.0209424	0.0708661	0.0740741	0.0432099	0.0350877	0.0384615	0.0344828	0.0374332	0.0357143	0.0429448	0.01875	0.0331754	0.0775194	0.1521739	0.0948905	0.1052632	
Nuttall's Woodpecker (<em class="sci">Dryobates nuttallii</em>)	0.0634921	0.0758621	0.0507246	0.0970464	0.125	0.0608108	0.0793651	0.0707071	0.0846154	0.0714286	0.0393701	0.112426	0.0522388	0.0774648	0.0535117	0.0957854	0.0884956	0.1810345	0.1604938	0.1293103	0.1170213	0.1984733	0.1779661	0.1858407	0.1677419	0.1399177	0.1236749	0.1533546	0.1336898	0.1907216	0.1496599	0.1107492	0.0890052	0.1338583	0.1555556	0.0987654	0.1403509	0.1318681	0.0551724	0.0320856	0.0428571	0.1104294	0.0625	0.0758294	0.1162791	0.1014493	0.0729927	0.1263158	
Hairy Woodpecker (<em class="sci">Leuconotopicus villosus</em>)	0.005291	0.0068966	0.0	0.0042194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035336	0.0	0.0	0.0051546	0.0	0.0	0.0	0.0	0.0	0.0	0.0087719	0.0	0.0	0.0053476	0.0	0.0	0.0	0.0047393	0.0	0.0	0.0072993	0.0	
Downy/Hairy Woodpecker (<em class="sci">Dryobates pubescens/Leuconotopicus villosus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072993	0.0	
Northern Flicker (<em class="sci">Colaptes auratus</em>)	0.047619	0.0965517	0.0797101	0.0970464	0.109375	0.1418919	0.1375661	0.1262626	0.1230769	0.1607143	0.1496063	0.1360947	0.0298507	0.0070423	0.0033445	0.0153257	0.0	0.0258621	0.0246914	0.0	0.0	0.0	0.0084746	0.0088496	0.0064516	0.0041152	0.0035336	0.0063898	0.0	0.0051546	0.0068027	0.009772	0.0	0.0	0.037037	0.1049383	0.245614	0.0659341	0.1172414	0.1016043	0.0714286	0.0736196	0.0625	0.07109	0.0542636	0.0797101	0.0729927	0.1368421	
American Kestrel (<em class="sci">Falco sparverius</em>)	0.5608466	0.5310345	0.5869565	0.4683544	0.4765625	0.3918919	0.3544974	0.4242424	0.3230769	0.2857143	0.2047244	0.1538462	0.1716418	0.1056338	0.0869565	0.0613027	0.0442478	0.0775862	0.1851852	0.0862069	0.0957447	0.1679389	0.0677966	0.0530973	0.1096774	0.0658436	0.0636042	0.1086262	0.1069519	0.2010309	0.2176871	0.2019544	0.2408377	0.2283465	0.3925926	0.3765432	0.4298246	0.3791209	0.3931034	0.4064171	0.4285714	0.3803681	0.46875	0.492891	0.5658915	0.5	0.5547445	0.6	
Merlin (<em class="sci">Falco columbarius</em>)	0.047619	0.0689655	0.0724638	0.0295359	0.046875	0.0540541	0.037037	0.0555556	0.0153846	0.0357143	0.0393701	0.0236686	0.0447761	0.0140845	0.0334448	0.0153257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007874	0.0148148	0.0061728	0.0087719	0.010989	0.0137931	0.0427807	0.05	0.0797546	0.03125	0.0379147	0.0387597	0.0289855	0.0510949	0.0473684	
Peregrine Falcon (<em class="sci">Falco peregrinus</em>)	0.1058201	0.1448276	0.1231884	0.0759494	0.1171875	0.0743243	0.1640212	0.1212121	0.0769231	0.1071429	0.0472441	0.0532544	0.0895522	0.1126761	0.1438127	0.0881226	0.0265487	0.0258621	0.037037	0.0172414	0.0319149	0.0229008	0.0508475	0.0353982	0.1290323	0.1481481	0.1908127	0.2172524	0.2459893	0.3092784	0.2040816	0.276873	0.2670157	0.2125984	0.1777778	0.2407407	0.1403509	0.1923077	0.1724138	0.1604278	0.1928571	0.1533742	0.13125	0.1563981	0.1705426	0.1376812	0.1605839	0.1421053	
Prairie Falcon (<em class="sci">Falco mexicanus</em>)	0.005291	0.0137931	0.0289855	0.0	0.0234375	0.0067568	0.010582	0.0	0.0076923	0.0	0.0	0.0	0.0074627	0.0070423	0.0	0.0114943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032573	0.0052356	0.015748	0.0074074	0.0061728	0.0	0.0	0.0068966	0.0320856	0.0214286	0.0245399	0.0	0.014218	0.0232558	0.0072464	0.0	0.0210526	
large falcon sp. (<em class="sci">Falco sp. (large falcon sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Budgerigar (<em class="sci">Melopsittacus undulatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0393701	0.0148148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Olive-sided Flycatcher (<em class="sci">Contopus cooperi</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0086207	0.037037	0.0172414	0.0212766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Wood-Pewee (<em class="sci">Contopus sordidulus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033445	0.0076628	0.0176991	0.0344828	0.037037	0.0775862	0.0531915	0.0	0.0084746	0.0	0.0	0.0	0.0070671	0.0	0.0053476	0.0103093	0.0272109	0.0065147	0.0104712	0.0314961	0.0074074	0.0061728	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Willow Flycatcher (<em class="sci">Empidonax traillii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0086207	0.0493827	0.0431034	0.0531915	0.0152672	0.0169492	0.0	0.0	0.0	0.0	0.0	0.0053476	0.0154639	0.047619	0.0814332	0.078534	0.0944882	0.0666667	0.0246914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hammond's Flycatcher (<em class="sci">Empidonax hammondii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0234114	0.0153257	0.0	0.0086207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074074	0.0061728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gray Flycatcher (<em class="sci">Empidonax wrightii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0267559	0.0	0.0	0.0	0.0	0.0086207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Dusky Flycatcher (<em class="sci">Empidonax oberholseri</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033445	0.0076628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hammond's/Dusky Flycatcher (<em class="sci">Empidonax hammondii/oberholseri</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0086207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Flycatcher (<em class="sci">Empidonax difficilis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074627	0.0070423	0.0367893	0.045977	0.079646	0.1206897	0.0617284	0.0862069	0.0531915	0.0305344	0.0254237	0.0	0.0064516	0.0	0.0035336	0.0159744	0.0588235	0.0927835	0.1360544	0.0586319	0.078534	0.0787402	0.1333333	0.0432099	0.0526316	0.043956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Empidonax sp. (<em class="sci">Empidonax sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0050505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038314	0.0	0.0	0.0123457	0.0258621	0.0	0.0076336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051546	0.0	0.0032573	0.0	0.007874	0.0	0.0	0.0	0.0164835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black Phoebe (<em class="sci">Sayornis nigricans</em>)	0.8518519	0.7931034	0.826087	0.814346	0.8671875	0.8243243	0.7301587	0.7424242	0.7307692	0.8303571	0.7637795	0.8639053	0.7537313	0.7676056	0.5886288	0.7011494	0.6725664	0.7155172	0.7530864	0.7241379	0.787234	0.7175573	0.7033898	0.7345133	0.6516129	0.6502058	0.639576	0.629393	0.657754	0.7319588	0.755102	0.6449511	0.6335079	0.7716535	0.8	0.7777778	0.9122807	0.8351648	0.8344828	0.8074866	0.8428571	0.8220859	0.75625	0.8436019	0.8294574	0.8695652	0.8905109	0.8157895	
Say's Phoebe (<em class="sci">Sayornis saya</em>)	0.1322751	0.137931	0.0942029	0.1097046	0.1171875	0.0405405	0.0529101	0.0353535	0.0461538	0.0178571	0.023622	0.0118343	0.0	0.0070423	0.0033445	0.0	0.0	0.0	0.0	0.0	0.0106383	0.0076336	0.0	0.0088496	0.0	0.0041152	0.0035336	0.0	0.0	0.0	0.0068027	0.0130293	0.0015	0.007874	0.037037	0.0493827	0.0789474	0.0659341	0.0689655	0.1069519	0.1214286	0.1717791	0.1	0.1184834	0.1317829	0.0797101	0.1386861	0.1894737	
Ash-throated Flycatcher (<em class="sci">Myiarchus cinerascens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0140845	0.0468227	0.1072797	0.159292	0.2672414	0.1728395	0.2241379	0.1276596	0.2061069	0.1525424	0.1061947	0.116129	0.0740741	0.0671378	0.0958466	0.0748663	0.056701	0.0272109	0.029316	0.0052356	0.007874	0.0	0.0061728	0.0175439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Kingbird (<em class="sci">Tyrannus verticalis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076923	0.0	0.007874	0.112426	0.1641791	0.2746479	0.3311037	0.467433	0.5486726	0.6034483	0.654321	0.5948276	0.6808511	0.6641221	0.559322	0.619469	0.4645161	0.4032922	0.335689	0.3514377	0.2620321	0.185567	0.1632653	0.0716612	0.0314136	0.0015	0.0074074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Kingbird (<em class="sci">Tyrannus tyrannus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019544	0.0052356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bell's Vireo (<em class="sci">Vireo bellii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0167224	0.0153257	0.0530973	0.0258621	0.0	0.0172414	0.0015	0.0381679	0.0169492	0.0088496	0.0258065	0.0041152	0.0015	0.0031949	0.0	0.0051546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hutton's Vireo (<em class="sci">Vireo huttoni</em>)	0.0	0.0	0.0072464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0087719	0.0054945	0.0	0.0	0.0	0.0	0.0015	0.0047393	0.0	0.0	0.0	0.0	
Cassin's Vireo (<em class="sci">Vireo cassinii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074627	0.0	0.0200669	0.0191571	0.0088496	0.0086207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0154639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Warbling Vireo (<em class="sci">Vireo swainsoni</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0140845	0.0100334	0.0574713	0.0619469	0.1034483	0.0617284	0.0258621	0.0212766	0.0076336	0.0	0.0	0.0	0.0	0.0035336	0.0	0.0053476	0.0206186	0.0204082	0.009772	0.0104712	0.0787402	0.037037	0.0123457	0.0087719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Loggerhead Shrike (<em class="sci">Lanius ludovicianus</em>)	0.0582011	0.0827586	0.0724638	0.0548523	0.0390625	0.0608108	0.0846561	0.040404	0.0461538	0.0535714	0.007874	0.0414201	0.0074627	0.028169	0.0033445	0.0076628	0.0265487	0.0431034	0.0	0.0086207	0.0	0.0152672	0.0	0.0176991	0.0193548	0.0123457	0.0353357	0.0415335	0.0213904	0.0876289	0.0748299	0.0521173	0.0366492	0.0551181	0.0888889	0.0123457	0.0350877	0.0494505	0.0275862	0.0641711	0.0214286	0.0245399	0.05625	0.0521327	0.1007752	0.0507246	0.0510949	0.0947368	
California Scrub-Jay (<em class="sci">Aphelocoma californica</em>)	0.031746	0.0137931	0.0434783	0.0337553	0.09375	0.0540541	0.0582011	0.0555556	0.0538462	0.0982143	0.0866142	0.1242604	0.0820896	0.0633803	0.0668896	0.1111111	0.079646	0.1810345	0.1111111	0.1724138	0.0531915	0.0763359	0.0423729	0.0619469	0.0774194	0.0205761	0.0424028	0.0383387	0.026738	0.0876289	0.0748299	0.0423453	0.0209424	0.0787402	0.1333333	0.0617284	0.0964912	0.0714286	0.0482759	0.0427807	0.0357143	0.0368098	0.025	0.0473934	0.0155039	0.0144928	0.0218978	0.0684211	
Yellow-billed Magpie (<em class="sci">Pica nuttalli</em>)	0.0	0.0068966	0.0015	0.0042194	0.03125	0.0	0.010582	0.020202	0.0	0.0178571	0.023622	0.0295858	0.0074627	0.0070423	0.0100334	0.0268199	0.0265487	0.0517241	0.037037	0.0172414	0.0212766	0.0076336	0.0084746	0.0176991	0.0	0.0041152	0.0	0.0	0.0	0.0	0.0015	0.009772	0.0015	0.0314961	0.0074074	0.0123457	0.0	0.0054945	0.0068966	0.0160428	0.0071429	0.0015	0.0125	0.014218	0.0	0.0	0.0218978	0.0210526	
American Crow (<em class="sci">Corvus brachyrhynchos</em>)	0.1798942	0.2275862	0.2753623	0.2025316	0.265625	0.25	0.2275132	0.2373737	0.2538462	0.2410714	0.2440945	0.2721893	0.2910448	0.2464789	0.2073579	0.2911877	0.3097345	0.3706897	0.3703704	0.2931034	0.2765957	0.3587786	0.3644068	0.3451327	0.2387097	0.1399177	0.0954064	0.1214058	0.1283422	0.0927835	0.0952381	0.1530945	0.1361257	0.1574803	0.2444444	0.1851852	0.2192982	0.2582418	0.2	0.2620321	0.2714286	0.2208589	0.14375	0.1374408	0.2170543	0.1884058	0.2627737	0.2315789	
Common Raven (<em class="sci">Corvus corax</em>)	0.4814815	0.4344828	0.4710145	0.4135021	0.4296875	0.3918919	0.4444444	0.4545455	0.5076923	0.4732143	0.4409449	0.4674556	0.4179104	0.4859155	0.4916388	0.4214559	0.3982301	0.4655172	0.4074074	0.4568966	0.4255319	0.4732824	0.3983051	0.5221239	0.4709677	0.2427984	0.2402827	0.2492013	0.2299465	0.2835052	0.2789116	0.267101	0.3403141	0.3070866	0.3481481	0.3765432	0.4298246	0.3901099	0.4206897	0.4010695	0.5714286	0.4110429	0.33125	0.3838863	0.3875969	0.3478261	0.3649635	0.4315789	
Oak Titmouse (<em class="sci">Baeolophus inornatus</em>)	0.0	0.0137931	0.0	0.0	0.0	0.0	0.005291	0.0	0.0	0.0089286	0.0	0.0	0.0	0.0070423	0.0	0.0076628	0.0088496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053476	0.0051546	0.0068027	0.0	0.0	0.007874	0.0	0.0	0.0	0.0	0.0068966	0.0053476	0.0	0.0015	0.0	0.014218	0.0	0.0	0.0	0.0052632	
Horned Lark (<em class="sci">Eremophila alpestris</em>)	0.1269841	0.2551724	0.2971014	0.2658228	0.2421875	0.2432432	0.2380952	0.1717172	0.2923077	0.3303571	0.2283465	0.1775148	0.2014925	0.1830986	0.173913	0.2605364	0.2566372	0.2586207	0.308642	0.1465517	0.2659574	0.3587786	0.4067797	0.4778761	0.4645161	0.4444444	0.3533569	0.3067093	0.2352941	0.2989691	0.4285714	0.2931596	0.2827225	0.1732283	0.2148148	0.2901235	0.2192982	0.1648352	0.1931034	0.2032086	0.1857143	0.1349693	0.0875	0.1090047	0.1317829	0.0434783	0.0875912	0.1315789	
Bank Swallow (<em class="sci">Riparia riparia</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0100334	0.0076628	0.0	0.0	0.0	0.0172414	0.0212766	0.0152672	0.0423729	0.079646	0.1548387	0.1481481	0.1625442	0.1533546	0.1336898	0.1649485	0.0680272	0.0553746	0.026178	0.015748	0.0	0.0123457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tree Swallow (<em class="sci">Tachycineta bicolor</em>)	0.2486772	0.2413793	0.3550725	0.2911392	0.40625	0.5608108	0.6137566	0.6464646	0.6692308	0.7142857	0.7165354	0.7514793	0.6716418	0.6549296	0.6020067	0.6436782	0.5929204	0.6637931	0.5802469	0.5689655	0.5957447	0.6717557	0.6271186	0.6637168	0.716129	0.7572016	0.7067138	0.7028754	0.6524064	0.6237113	0.5510204	0.465798	0.3193717	0.3070866	0.3851852	0.3209877	0.4298246	0.4395604	0.3793103	0.2299465	0.2357143	0.1656442	0.175	0.1516588	0.2713178	0.2971014	0.4014599	0.2684211	
Violet-green Swallow (<em class="sci">Tachycineta thalassina</em>)	0.0015	0.0068966	0.0015	0.0	0.0	0.0	0.0	0.010101	0.0153846	0.0535714	0.015748	0.035503	0.0298507	0.0140845	0.0267559	0.0306513	0.0	0.0172414	0.0123457	0.0258621	0.0	0.0305344	0.0423729	0.0265487	0.0129032	0.0123457	0.0070671	0.0127796	0.0160428	0.0103093	0.0136054	0.0162866	0.0052356	0.015748	0.0296296	0.0246914	0.0350877	0.0604396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0144928	0.0	0.0	
Purple Martin (<em class="sci">Progne subis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0086207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053476	0.0051546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Rough-winged Swallow (<em class="sci">Stelgidopteryx serripennis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010101	0.0384615	0.0625	0.023622	0.0414201	0.0970149	0.0633803	0.0568562	0.0842912	0.079646	0.137931	0.0493827	0.0517241	0.1170213	0.0305344	0.0508475	0.1504425	0.2064516	0.1234568	0.1342756	0.0894569	0.0802139	0.0927835	0.0272109	0.0586319	0.0366492	0.007874	0.0148148	0.0061728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Barn Swallow (<em class="sci">Hirundo rustica</em>)	0.005291	0.0137931	0.0144928	0.0084388	0.0	0.0067568	0.026455	0.010101	0.0692308	0.1875	0.1259843	0.2899408	0.3880597	0.2816901	0.3545151	0.4482759	0.5044248	0.5172414	0.4074074	0.3017241	0.4148936	0.5954198	0.4915254	0.5929204	0.5677419	0.4979424	0.4805654	0.5846645	0.5454545	0.6597938	0.6054422	0.5179153	0.4293194	0.4094488	0.4222222	0.3950617	0.2894737	0.1703297	0.0896552	0.0053476	0.0071429	0.0122699	0.0	0.0047393	0.0077519	0.0072464	0.0015	0.0	
Cliff Swallow (<em class="sci">Petrochelidon pyrrhonota</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.010582	0.0656566	0.1615385	0.2857143	0.4251969	0.5621302	0.5597015	0.5070423	0.6053512	0.6168582	0.6725664	0.8103448	0.691358	0.6896552	0.712766	0.8167939	0.7372881	0.8495575	0.7290323	0.7489712	0.6961131	0.6709265	0.6524064	0.556701	0.4217687	0.2996743	0.1413613	0.1338583	0.0592593	0.0432099	0.0175439	0.0164835	0.0137931	0.0160428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
swallow sp. (<em class="sci">Hirundinidae sp.</em>)	0.005291	0.0	0.0072464	0.0084388	0.0078125	0.0202703	0.005291	0.010101	0.0076923	0.0089286	0.0393701	0.0059172	0.0223881	0.0422535	0.0367893	0.0383142	0.0176991	0.0258621	0.0123457	0.0517241	0.0212766	0.0152672	0.0084746	0.0353982	0.0903226	0.0534979	0.0530035	0.0447284	0.0588235	0.0670103	0.0612245	0.0586319	0.026178	0.0472441	0.0296296	0.0246914	0.0438596	0.0274725	0.0	0.0053476	0.0	0.006135	0.00625	0.0047393	0.0	0.0217391	0.0145985	0.0263158	
Bushtit (<em class="sci">Psaltriparus minimus</em>)	0.0687831	0.0758621	0.1086957	0.1139241	0.171875	0.1351351	0.1851852	0.1515152	0.1692308	0.1428571	0.1181102	0.2248521	0.1343284	0.0774648	0.0936455	0.1954023	0.1681416	0.2758621	0.2098765	0.1896552	0.1382979	0.2519084	0.1440678	0.2123894	0.1354839	0.1399177	0.1166078	0.1182109	0.0909091	0.1494845	0.1292517	0.0912052	0.0628272	0.0787402	0.1407407	0.0864198	0.1140351	0.1043956	0.0758621	0.0695187	0.0428571	0.0920245	0.05625	0.0663507	0.1085271	0.115942	0.0875912	0.1210526	
Wrentit (<em class="sci">Chamaea fasciata</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0050505	0.0	0.0	0.0	0.0	0.0074627	0.0070423	0.0	0.0114943	0.0	0.0258621	0.0123457	0.0	0.0	0.0	0.0	0.0176991	0.0064516	0.0082305	0.0106007	0.0063898	0.0	0.0103093	0.0136054	0.0032573	0.0052356	0.0	0.0074074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047393	0.0	0.0	0.0	0.0	
Ruby-crowned Kinglet (<em class="sci">Corthylio calendula</em>)	0.3333333	0.3103448	0.3188406	0.3248945	0.3125	0.25	0.2486772	0.1969697	0.1461538	0.2053571	0.1102362	0.1715976	0.0895522	0.0774648	0.0568562	0.0344828	0.0088496	0.0086207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0148148	0.0185185	0.1403509	0.1263736	0.1103448	0.1604278	0.2285714	0.3067485	0.175	0.2938389	0.3410853	0.3478261	0.4160584	0.3315789	
Golden-crowned Kinglet (<em class="sci">Regulus satrapa</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0050505	0.0076923	0.0089286	0.0	0.0059172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0263158	0.0	0.0206897	0.0106952	0.0071429	0.0122699	0.0	0.0236967	0.0232558	0.0	0.0	0.0	
White-breasted Nuthatch (<em class="sci">Sitta carolinensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0067568	0.0	0.010101	0.0307692	0.0357143	0.007874	0.0414201	0.0	0.0352113	0.0200669	0.0268199	0.0353982	0.0603448	0.037037	0.0517241	0.0106383	0.0458015	0.0084746	0.0088496	0.0322581	0.0082305	0.0106007	0.0	0.0053476	0.0257732	0.0068027	0.0032573	0.0104712	0.023622	0.0296296	0.0246914	0.0087719	0.0	0.0068966	0.0053476	0.0	0.0	0.0	0.0047393	0.0	0.0	0.0	0.0052632	
Red-breasted Nuthatch (<em class="sci">Sitta canadensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0087719	0.0	0.0137931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
